username,dates,location,rating,comment,useful,funny,cool,WeekDay,State
Wilson S.,2022-05-10,"Garland, TX",4,"Love this place. If I'm drunk I would kill the sliders easily. Burnt ends is my favorite. The nacho cheese thing on the waffle fries or whatever is fire. I only deducted one star because my friends Tom & Jerry went ahead of me and when they called out the names, we had received stank looks. They must've thought we were messing around but we have DL ID to prove. The food did make my bowels go dumb though. Will come again.",0,0,0,martes,TX
Massy K.,2022-05-12,"Frisco, TX",5,Really good sliders! And great milkshake selection. You can mix and match different sliders in your order.,0,0,0,jueves,TX
Ryan O. J.,2022-05-14,"Dallas Downtown Historic District, Dallas, TX",5,Best burger sliders in the Dallas ? I def will be back I enjoyed the speedy service and the shakes look super good with donuts on it !,0,0,0,sábado,TX
B T.,2022-05-14,"Houston, TX",2,"Sliders were ok, but real expensive. Got shakes to go and we threw them out. Also expensive and did not taste good at all.",0,0,0,sábado,TX
Victor T.,2022-05-19,"Lafayette, LA",5,"Great new concept on the hamburger. I got the triple slider plate with 3 very different burgers. All 3 were very good, I will be back.",0,0,0,jueves,LA
Alyssa B.,2022-05-22,"Austin, TX",5,"While most places on Greenville require reservations or long waits, Son of a Butcher is quick and easy dining! It's become a go-to place to go with a group of friends in the area. I've tried many different sliders there now, and while some are better than others, the quality is good and it's fun to try new ones. You can highly customize your meal by number of sliders, meat, gluten free or veggie options, and adding an alcoholic beverage or AMAZING milk shake.",1,0,1,domingo,TX
DeAnnica A.,2022-05-23,"Dallas, TX",4,My husband and I went for date night and enjoyed the selection of sandwiches and the margaritas. We sat on the patio and enjoyed the food and atmosphere.,0,0,0,lunes,TX
Haylee S.,2022-05-28,"San Fernando Valley, CA",5,Pb&j slider has been my FAVORITE unique food combination. Many of my friends were skeptical but not one has disliked it after trying. Overall great food $ decent prices.,0,0,0,sábado,CA
Ivan Coreas C.,2022-05-30,"Dallas, TX",1,"I only been here 2 times, the first time incredible, great service and food. This last time, I don't have idea what happened, 05/30/22 around 6pm it was a young lady at the front, well first of all I couldn't pay with cash for some reason, no cash at all?! Crazy. The food took 30 minutes to get ready, don't get me wrong I'm patience but people who were after us were getting their food and me and my girlfriend  were still waiting, and to end this review, my girlfriend burger was totally raw. Blood was still on the meat and it was totally gross. Food was cold and I just wonder why the drop in quality.",0,0,0,lunes,TX
J W.,2022-06-01,"Royse City, TX",4,"First time experience and not bad , the area is so cool that helps elevate the review , not too fond of only one way to have it "" medium rare "" just a bit to red for me but flavor very good",0,0,0,miércoles,TX
Lisa P.,2022-06-04,"French Lick, IN",5,"A must dine!! Our server Stephanie was amazing and very knowledgeable about the extensive menu.  Service was excellent- like pre-Covid excellent.  The food was  not your run of the mill fare- nuanced touches enhanced the taste of each dish and drinks. ie. the old fashioned with cherry and fig. The ambience is unexpected, eclectic and truly has something for  everyone from DC- Marvel- Khalo- Hendrix old world chandeliers, goblets and don't forget the saddles!! The setting is a conversation in itself. The Manager made sure our visit was special. The picture below was of this show stopping dessert! Book your reservation now!!",0,0,0,sábado,IN
Kathy L.,2022-06-05,"Buena Park, CA",5,"Great food, customer service, and outdoor seating! Stopped by for lunch on a weekday, so it wasn't crowded at all. There was only 1 other party dining on the patio, so we were able to have our pick of the tables, and luckily for us, all of them had at least half of the table covered with shade. We ordered several sliders to share, plus onion rings and waffle fries. The classic wagyu was so simple and good, and the PB+J one was really good (recommend getting just one to try it). The chicken was good, but wasn't as juicy as the beef patties. I'd come back just for the little sliders, because the onion rings were okay (good batter and fry, but the onion pieces were so huge that it was kind of spicy still... I'm a wimp, I know) and the fries were way too salty.",1,1,1,domingo,CA
Madison F.,2022-06-05,"North Central, San Antonio, TX",1,Really liked this place and they used to be spot on. The place is going downhill though lemme tell ya. Last time i dined in with friends and multiple incorrect orders. One slider had no patty on it. Now this time I decided to splurge so some sirrancha and they barely covered the bottom of the container with sauce that they freakin charge for. Also the popper slider I ordered had all the incorrect topping but the jalapeño managed to make it on there. Pick it up son of a butcher. I miss the old you!,3,0,0,domingo,TX
Grace B.,2022-06-11,"Dallas, TX",5,We LOVE Son Of A Butcher and order/walk over very often. HOWEVER I miss the cheese curds so dearly. Please bring them back! That and a lemon wedge was the perfect mid afternoon snack.,1,0,0,sábado,TX
Jennifer C.,2022-06-11,"Saginaw, TX",5,Really great sliders! The drinks are really good and the place is located around a lot of shops and easy to locate. The workers are really nice and energetic.,1,1,1,sábado,TX
Brenda P.,2022-06-13,"TX, TX",5,"At first the outside doesn't look like much but it's a Great burger, moist and delicious with crispy fries. Drinks are fantastic!",0,0,0,lunes,TX
Adam T.,2022-06-14,"Branford, CT",5,Tried three different sliders and a milkshake. I'm glad I wasn't super hungry going there otherwise I would have ordered everything on the menu the sliders were so good. I will definitely be going back!,0,0,0,martes,CT
Allison M.,2022-06-27,"Dallas, TX",1,"My boyfriend and I always enjoyed coming here so we decided to come today, the cashier was very very rude to us and did not treat us with any kind of respect even though we were respectful to her. This place is very amazing but the customer service was disappointing.",4,0,0,lunes,TX
Me A.,2022-07-05,"Old Hickory, TN",3,"The meat tasted fresh and high quality , however over $5 for a slider isn't my idea of affordable. Between my husband and i, getting two sliders a piece, a shake and fries came to over $40 which is a bit ridiculous. The burgers, while high quality, could have used seasoning. I am not in a hurry to return, but I will say that the apple pie milkshake was amazing and if I were to return, it would definitely be for that. Not bad food at all, and decent quality, but the price just does not justify me going back.",2,1,2,martes,TN
Angela J.,2022-07-07,"Dallas, TX",5,Location is good but parking can be hectic.  The food is good and the line moves quickly and I really enjoyed the outside patio.,1,0,0,jueves,TX
Rosane W.,2022-07-12,"Dallas, TX",5,Super fun and delicious mini burgers! Can't wait to go back! Fun location with great backgrounds for photos.,0,0,0,martes,TX
Barb R.,2022-07-17,"Springfield, IL",4,"Really enjoyed this spot, first time eating there. I had the brisket sliders with chipotle sauce and nachos fries. VERY good! Would eat here again. Nice walkable area to other shops, bars and restaurants.",0,0,0,domingo,IL
Zach H.,2022-07-30,"Pasadena, CA",5,"Yes, I totally recommend this business!!!! Food heaven alert *activate sirens. These are the best sliders I've ever had. So many options to choose from! I especially loved the jalapeño popper burger and can't wait to try the pbj burger. Their cheese fries here are off the chain too. Oh my glob forget to mention the boozy butter cookie shake. Ok can I just live in this establishment? Absolutely insane food here YOU HAVE TO GO!",8,2,11,sábado,CA
Justin C.,2022-08-03,"Dallas, TX",5,"This place gets 5 stars just for having multiple bowls of water outside for dogs walking on Greenville ave while it is baking hot out. The food is amazing, the whole place is really fun and everyone working is always very nice. Get the cheese fries!",0,0,1,miércoles,TX
Fatima C.,2022-08-13,"Dallas, TX",5,"Wow Wow Wow! I've been here twice now. I absolutely love the sliders here. Everything I've had so far is flavorful, seasoned and juicy. The brisket slider has to be my absolute favorite. I would the food here is moderately priced. There's a bunch of outdoor seating and some indoor seating to enjoy with company. The restaurant also has dedicated parking which is helpful because I can imagine parking may be tricky on certain days.",1,0,1,sábado,TX
Chelsea O.,2022-08-14,"Dallas, TX",4,Lived up to the hype! I got two slides and fries and it was more than enough food.The queso on the fries was a little spicy but still good.I played it safe with the plain burger one and chicken. Very good!,2,0,0,domingo,TX
Shelly S.,2022-08-31,"Odessa, TX",3,Didn't live up to the hype but maybe we came at the wrong time and didn't order the right food? LOVED the cookie milkshake!!! Super casual spot but the Burnt ends and milkshake made us happy. We'll try again!,0,0,0,miércoles,TX
John W.,2022-09-13,"Dallas, TX",5,"Came here during my lunch break and am glad I made the visit. The restaurant is located in the lower Greenville area, which can get pretty crazy depending on the time; however, I came during the day when things were more laid back. The ambience was incredible, especially for a burger joint. The staff was cordial and took my order the second I walked in the door. I got the wagyu slider during my first visit, which whether it was real wagyu or not, tasted incredible. The quality was definitely there, and if I could go back in time, I may have gotten three as they have great deals for their sliders as well. They also sell chicken sliders that look just as good and may have to get the next time I go. The fries were good, but a little too crispy in my opinion. My favorite part, though, was the strawberry lemonade. They serve it in a huge cup, and I made sure to finish every bit of it as it really was that good in my opinion.Overall, I definitely recommend this place, especially if you live or plan on visiting the lower Greenville area!",4,2,4,martes,TX
Angie H.,2022-09-19,"Mesquite, TX",1,This is the second time we have ordered from this place through DoorDash and both times our order was incorrect. The first time I was missing one entire meal. This time we all got baby burgers that were smaller than our sides. So over trying to give this place a chance. No more.,0,0,0,lunes,TX
Jeff K.,2022-09-25,"Fort Worth, TX",4,"this place is more like a 4.5 out of 5 stars. I can definitely see how this place is popular... i feel that if they place stayed open until 1am, it would get even more packed.this is the perfect after drinks food/bites. greasy, bite sized, delicious... all perfect for drunk munchies. i ended up getting a comeback, PB&J, and burnt ends slider... also got nacho fries. everything was perfect for two people. I believe its 3 sliders for 12.50. and out of the three, i really enjoyed the comeback and pb&j. Don't get me wrong, the brunt ends were also very good.  The pb&j works really well with the wagyu patty. They also have an veggie option as well (made with black bean)As for the waffle fries, i wish they had more queso on top of it. Felt like they kinda skimped on it. They also have plenty of seats inside as well as outdoor seating.When i come back to this area, i'll definitely come back here.",6,2,4,domingo,TX
Cathleen M.,2022-09-28,"Weslaco, TX",4,Yummy sliders....gluten free biscuit available too for an up charge.  They just need a designated fryer for gf fried foods and they would be perfect!,0,0,0,miércoles,TX
Mariel T.,2022-09-30,"Austin, TX",4,"PB and J burger - exactly what you expect - fire but sticky.Burnt ends - very good. Onions are a little overpowering.Classic - good, would order again. Simple, literally a classic.Buffalo blue cheese fries are a MUST.Irishman - impressed. Burgers are cooked very well, pick what you like and you'll be a fan.",2,0,1,viernes,TX
Jade J.,2022-10-08,"Philadelphia, PA",5,This is hands down one of my favorite restaurants for fried chicken sandwiches in Dallas. I've ordered twice over the last two weeks. I love the three sliders and the french fries which are always perfectly crisp (even with ubereats delivery). Don't even get me started on the Comeback sauce. It's actually addicting and just incredibly good. You're missing out by not coming here!,1,0,0,sábado,PA
Joanna M.,2022-10-15,"Dallas, TX",3,Came here for a quick bite before the state fair with friends. Decent prices for decent sliders. Quick and easy. They have a good deal with 5 beers for $22 which was perfect. My friend asked for the lettuce veggie sliders without cheese and got cheese on hers. I thought the hot chicken had a good kick but my friends popper slider was really well done.,1,0,0,sábado,TX
Heaney S.,2022-10-20,"Dallas, TX",4,Been craving for burgers lately and the food is really good they have a wonderful options. The restaurant has great atmosphere and was so amazing. Great place to eat burgers. It was quite appetizing and the burgers were big. I had the Burnt End Burger which taste really good and incredibly savory and delectable. Packed of filling and its really oozing with flavor. With great service.,0,0,0,jueves,TX
Stephanie H.,2022-10-21,"Manhattan, NY",5,Awesome spot. Never thought I'd be into a peanut butter and jelly wagyu burger but it's incredible. These guys are delicious!,0,0,0,viernes,NY
Rachel G.,2022-11-04,"Fort Lauderdale, FL",5,Easy and delicious for families. Kids can run around. Parents can have margaritas   Burgers are tasty.,0,0,0,viernes,FL
Alyssa J.,2022-11-08,"Denton, TX",4,The food was amazing!!!!! The frozen margs actually were horrible. I have had the food at Legacy Hall and it smacked here and there! Just don't get the alcohol,0,0,0,martes,TX
Rebecca H.,2022-11-19,"Dallas, TX",5,"First time coming to Son of a Butcher. I had heard great things about this place. The patty was cooked perfectly with a crispy bun on each slider. I was amazed with how flavorful each slider was. Not one was overcooked or undercooked. They were all cooked to perfection. Now when i'm craving a burger, I know that this place is where it's at. I like that it's not a big burger, so I can get multiple sliders with different craveable flavors. When I looked at the menu, I had a hard time deciding between what I wanted. There are so many solid options that I know I would love. The combinations of flavors make my mouth water just thinking about taking that juicy bite of pure burger bliss. My boyfriend and I ended up getting four sliders. The Irishman, Gobbler, Buffalo, and All American. We both had a favorite which was the Gobbler. It's the Butcher's Special, and tasted just like Thanksgiving on a burger. It was sooo good. I would get that again and again. All the other burgers were really good too. The Irishman was my second favorite. I would get it again. I liked the cheese and sauce on it. The All American was super delicious. It's a very big bite, and I was happy for that. Loved all the gooey, melty cheese. The Buffalo burger was good, but I probably could do without it next time. It would be great for someone who really loves buffalo sauce. I would definitely recommend this place! Very cool vibes inside and outside. Can't wait to come back and try different sliders :)",1,0,0,sábado,TX
Josh R.,2022-11-23,"New York, NY",3,"I wasn't very impressed by this place. I ordered the Classic wagyu slider and a comeback chicken slider with a side of onion rings. I wasn't a big fan of the comeback sauce. There was SO much sauce on the sliders. Overall, the food didn't have a ton of flavor/anything to make it stick out to me.",2,0,1,miércoles,NY
A. C.,2022-11-27,"Fremont, CA",5,I decided that if I had a choice in a last meal it would be 3 of the burnt ends wagyu sliders..... they put something extra special in there. I could just inhale them.,1,0,1,domingo,CA
Megan N.,2022-12-05,"Fort Worth, TX",4,What a cool place! Loved that they're dog friendly. Had to check it out with our pup! Service was friendly and helpful. We were able to enjoy our meal on their outside patio with our pup. What a great experience. Food was pretty good. Definitely worth a try!,1,0,1,lunes,TX
George L.,2022-12-07,"Brookshire, TX",5,This place is absolutely insanely delicious: I've now ordered SOB 2-3 times on DoorDash and it comes great. The burnt end wagyu slider is insanely delicious.,0,0,0,miércoles,TX
Jennifer Y.,2022-12-17,"Dallas, TX",4,"Ooooo Delicious Sliders! Each distinct in taste with a different sauce and condiments. My go- tos are their Prime Rib and Comeback Chicken.Mmmm Fantastic Shakes! Creamy, thick, and, flavorful. Occasionally I booze it up :) Love both Classy Strawberry and Swanky Salted Caramel.Uh oooh waffle fries! Repeatedly I've ordered their tagged 'crispy waffle fries'; nope, not once had my fries been crispy; limpy & cool they were. Oh Yes I Will Be Back Again Soon! Great sliders & sips. Impeccable service. Whimsical patio. Cute interior. Bubbly playlist. Fun time, every time.CHEERS!",41,17,42,sábado,TX
Montana G.,2022-12-18,"Lufkin, TX",4,"Great food and great location for friends, drinks, food! But parking really sucked hard to find spots for sob if they even are listed circled circled then just picked a spot! Loved the outdoor area and how dog friendly they are! Will be back and will recommend to others!",0,0,0,domingo,TX
Ke'Maurrius M.,2023-01-09,"Garland, TX",5,Tried the sliders (3) I chose the Texas hot and the other classic. Very good!! Also tried my girlfriends popper slider. I for sure recommend. I was able to taste all of the ingredients that were added onto the burger,0,0,0,lunes,TX
Harry C.,2023-01-25,"South Congress, Austin, TX",5,"Great service. Cool vibe. Unbelievably good burgers ""sliders"". Ive tried them all, but the best, PB&J",0,0,0,miércoles,TX
Gill S.,2023-01-29,"Dallas, TX",2,"Highly disappointed in this placeWalking in on a saturday night at 10pm, the scene was buzzing with friends chatting up a storm, casually munching on their meals among good company. My order didnt take long (5 minutes) and the staff seemed competent in making my order. I ordered the Irishman and the Comeback slider, just so I could try both beef and chicken options. Both had no flavor. I could tell there was salt and a savory aspect from the meats, and that was it. The further I got through my meal, the slower I ate, ensuring I had not savored the meal long enough. every bite was bland and underwhelming. I felt like I had anosmia as the texture was the only thing I could definitely feel. Surely based on the advertising of wagyu cooked at medium rare, maldon sea salt, and specific bread would have been the calling card for quality. Alas, this is another trendy establishment that looks better on paper than execution. For anyone who's diet consist of frozen pizzas and microwavable chicken nuggets, this will be a fun night on the town for you! If you are trying to sober up and need to choke down some bread and protein, then I guess this place is better than getting a DUI to try to go somewhere else better.",1,2,1,domingo,TX
Lakisha J.,2023-01-29,"DeSoto, TX",5,"It's so good! I love the Cookie Butter Shake, and the sliders are unique and tasty. Definitely a must try & repeat multiple times",0,0,0,domingo,TX
Justin M.,2023-02-02,"Dallas, TX",3,I love the concept and variety of items. I had the PB&J and burnt end sliders which are topped on wagyu patties. I honestly preferred the Edgy Veggie black bean slider than the meat. Next time I'll try one of the chicken sliders. The waffle fries with queso was delicious. And love the local artisan sodas on tap.,0,0,0,jueves,TX
Matthew S.,2023-02-02,"Dallas, TX",5,"Great stuff here, dog friendly place with a wide variety of items to choose from, bring the whole fam, a fun festive patio looks out onto lower Greenville.",0,0,0,jueves,TX
Kaylee C.,2023-02-10,"Tustin, CA",4,Good place is get some sliders. I ordered the pb & j and the popper slider! Both sliders were a little too salty for me but the flavors were great! My favorite was the pb&j . The ingredients complimented each other very well. I placed an order for pick up and the girl helping me was very nice :),0,0,0,viernes,CA
Nathan K.,2023-02-12,"Plano, TX",5,"The Classic slider lets the beef patty shine, but The Burnt Ends will be what brings me back. The facade already stands out among the strip of Greenville hipster pubs with a dog-friendly pavillion and bright paint- the sliders are no exception. $13-15 for 3 sliders may seem steep, but with the juiciness of the thick medium rare wagyu patties and miscellaneous accoutrements, 4.50 for each almost seems like a steal. This isn't White Castle.",0,0,1,domingo,TX
Erica A.,2023-02-15,"Duncanville, TX",4,Great shakes! Not crazy about the sliders but their shakes are Amazing! Atmosphere and location is a plus!,0,0,0,miércoles,TX
Keith F.,2023-02-20,"Dallas, TX",4,"All slider menu with several variations of fries, selections of milkshakes and a few beers. Sliders include fried chicken, burnt ends, Wagyu beef, etc.I liked the edgy veggie the best; everything is cooked fresh. I didn't try the milkshake, but they sure looked good, and you can spike them, too. A good number of picnic tables with umbrellas for outside, along with a few tables with chairs. Indoor dining is available. The treat on nice day is to sit outside at clean picnic tables and watch the people on Greenville Ave. Great people watching spot!!  *This restaurant doesn't take cash*  I recommend and will be back. I have 3 more times to come for me to try every slider they have, and I am determined to do it.",0,0,0,lunes,TX
Joshua J.,2023-03-03,"Fourth Ward, Charlotte, NC",4,Dope food and atmosphere! Wonderful staff and great selection on the drinks,0,0,0,viernes,NC
Mary M.,2023-03-09,"Dallas, TX",5,"S.O.B. Part Deux!So, I wanted to take my husband to lunch and at the suggestion of the Management to give it another try; we set out to SOB. I am very glad that I did.As per our last visit, the service was spot on! Friendly and efficient. We order the Hot Honey Chicken, Irishman Wagyu, The Popper, Onion Rings, and Nacho Fries. All of which were hot and ready in a matter of minutes!The Hot Honey Chicken was FIRE!!! Crispy Chicken tossed in a WELL executed Hot Honey Sauce, was all things Crunchy, Sweet, Spicy, and Sticky!(Ya'll, erbody does not do Hot Honey well, let me just tell you that NOW!) Pickled Red Onions and Gouda Cheese. Plus! (I did not know this on my previous visit) They offer the cutest(and tasty) GLUTEN-FREE SLIDER BUN!!! Irishman was Wagyu Beef(naturally) White Irish Cheddar, Stout Aioli, Caramelized Onions and a Parsley Salad. It was a good seasoned slider, but I was looking for that earthy, malt Stout flavor that would have really made this a standout slider. Caramelizing the onions in the Stout would have been a great way to marry the sweet flavors of the onions with the Stout Beer. Or, reducing down the beer into a syrup and then adding it to the Aioli, would have been another option. The Popper is a slider version of a jalapeno popper! Nicely seasoned Wagyu Beef topped with Fried Jalapeno Cream Cheese, Pepper Jam and Rosemary Aioli, with Bacon and Cilantro(Yes, honey I know it's a lot, but it all worked!) This was my husbands FAVORITE!Onion Rings, SAY LESS! Always a winner and consistent! Thick rings on Sweet Onions and a perfectly crisp exterior. Now, The NACHOOOOO FRIES! They were AWESOME!!! Waffle Fries smothered in Queso, Ranch, Queso Fresco, and Cilantro. I LOVE NACHOS and this was a great representation! Gooey, bursting with flavor! It was all that and a bag of NOT, Nacho Chips!Thank You SOB, for being so dedicated to the customer experience. Check It Out!!!!!!",0,0,0,jueves,TX
Krista M.,2023-03-11,"Las Vegas, NV",5,Great food excellent service I can't wait to come back. Food was good and reheated well. Good location.,0,0,0,sábado,NV
Kyle S.,2023-03-17,"Flower Mound, TX",4,"First time to try this place , it was damn good ! Got a cookie butter milkshake and it was AMAZING! Definitely a must try ! Only thing I could say bad is the menu was a little hard to read, but staff was friendly enough to walk us through it ! Great patio and outdoor seating as well !",0,0,0,viernes,TX
Lisa H.,2023-03-21,"Fort Worth, TX",4,"Margaritas were good, corned beef slider was good but pretty pricey for what you get. I think the price adequately reflects who good the ingredients are though. Taking a star off for no happy hour :(",0,0,0,martes,TX
Neema S.,2023-03-25,"Dallas, TX",5,"I visited Son of a Butcher last Friday night for dinner and had an absolutely fantastic experience. The food was delicious - I got the PB&J slider and the hot chicken. To my surprise, I really enjoyed the PB&J slider. Every bite was packed full of flavor that left me wanting more.The atmosphere inside/outside the restaurant was lively and fun, which made for an enjoyable dining experience. One thing I loved about this place is that it's dog-friendly! It makes everything so much better knowing my furry baby can come along too without any issues.Lastly but not leastly hats off to the staff who were all very kind and provided excellent service throughout our visit. Overall, if you're looking for amazing food in a fun environment then definitely check out Son of a Butcher!",0,0,0,sábado,TX
Mindy F.,2023-03-29,"Dallas, TX",5,"Sliders are tasty, fried chicken and beef in the sliders are not dried or overcooked.  Onion rings are tasty and well fried as well.   Shakes are good and not extremely sweet either.  Will recommend",0,0,0,miércoles,TX
Ariana M.,2023-03-29,"Dallas, TX",5,Great place for family's and pets. Food is amazing tiny cute sliders and amazing fries. Their Red Velvet shake is so good I highly recommend.,0,0,0,miércoles,TX
Lady A.,2023-03-30,"Los Angeles, CA",4,"I have been wanting to try this place and it didn't disappoint food wise. I can see the ""it's good"" and the ""meh"" that comes with food places. I enjoyed my PB&j, my red velvet shake (non boozy and really sweet). The fries were good as well. I also had the jalapeño popper slider. The slider deal is nice and they aren't expensive. They are filling for me at least. Definitely a place to grab food if you live the smoke life. If you are a diabetic be mindful of the shakes and treats. I had to drink my shake over the course of a few days and didn't finish it . The lady who answered the pick up window was nice and fast. The guy who took my phone order was also nice and efficient. I can't speak on the inside ambiance. BUT the weather was FANTASTIC outside that day I picked up my food and outside is definitely a place to eat your food.  I would go back but only if i am in the area. Maybe have a friend outing and roam the area as well. Go check them out. I know I will be back to make my shake a boozy one. Pb & J Slider was definitely a different taste. But I enjoy PB, so this was wonderful. Popper Slider is for the spicy and jalapeño lovers. It wasn't as spicy as I would have hoped but it was good. I will try something else next time.",0,0,0,jueves,CA
Orlando M.,2023-03-30,"South Dallas, Dallas, TX",5,Very Good definitely with a try. We got the egg sandwich and the all American my bf got the Irishman and it was so good OMG,0,0,0,jueves,TX
Troy G.,2023-04-03,"West Dallas, Dallas, TX",4,"I love a good burger! So when I first came across this place I didn't give it much of a thought because they are slider sized burgers, which I WASN'T a fan of miniatures. However, the quality of the meat and the different types of flavors they have blew me away. Even got me to try the PBJ burger, which I thought I would hate but love it. They are the perfect size of you have 3-4, and this way you get to try a variety of fun flavors. I usually mix in a chicken sandwich as well, which they have several flavor choices as well. I would have given them 5 stars except they took away my favorite chicken sandwich. Ambiance is nice fast food style. Service is a bit slow when they're busy but that's to be expected. They have a pleasant patio when the weather is nice. Oh! And they have gluten free buns.",0,0,0,lunes,TX
Jennifer M.,2023-04-03,"Key West, FL",4,Sliders are fun. You can a little bit and they have blended margaritas. Cute setting outside,0,0,0,lunes,FL
Lisa M.,2023-04-03,"Dallas, TX",5,"SOB rocks! You receive awesome service walking up to the cashier. Order, Pay , and have a wide selection of options of where to sit. Indoor, outdoor, and picnic table views of busy lower Greenville. It was a great spot to enjoy a selection of sliders and warm waffle fries. It's our go to spot in the area. Also, first time trying the PBJ burger I was happily surprised how much I liked it! Friends rave of the alcoholic milkshakes too. (I can't pass up the sliders.) Bring your Paw friends if you can.",0,0,0,lunes,TX
Catherine F.,2023-04-04,"Indianapolis, IN",5,"Excellent sliders!! Loved the BBQ and mushroom and Swiss wagyu sliders. Service was upbeat, positive and quick. Outstanding waffle fries, probably the best we have ever had. We are from out of town and absolutely loved stopping by.",0,0,0,martes,IN
Luis C.,2023-04-04,"San Francisco, CA",4,"Cool spot for lunch! Ordered 3 sliders with onions rings and a drink. Ran about $22 bucks. Sliders are flavorful and I was happy with them. I was pleasantly surprised that 3 sliders filled me up way more than I expected! The popper slider I won't be repeating, I was hoping the jalapeño popper would have a crunch to it, but it just blended in to everything that was there, a crunch would've definitely added more to the texture of the slider. This burger also has a slight sweetness that I would exchanged for spiciness (it is a stuffed jalapeño after all). The classic  slider was great and the pickle gave it that much needed crunch. My friends raves about the burnt ends sliders , all of them agreed to how good it was. I tried their nacho fried and I'd def get my own next time. I would be back to this gem. 8.2 out of 10!",0,0,0,martes,CA
Riley V.,2023-04-05,"Forney, TX",3,Ok I love sob. I literally come here every week. Stop hiring new people who don't know what they're doing. Y'all are so much better than this.,0,0,0,miércoles,TX
Walter W.,2023-04-12,"Dallas, TX",5,"Wagu Beef !Wow what a wake-up for the tastebuds.Sliders are the best I've ever eaten.Each is substantial and filling.The onion rings are perfection.I had 2 Sliders - Classic and Burnt Ends.The dining room is open and augmented with two outside patios.If you like people watching, the front patio is large and street side with trees.The parent company, FB Society, has struck gold with this concept.Can't wait to visit the newly opened one in Grapevine.This is worth a visit and you won't be disappointed.",0,0,0,miércoles,TX
Tiffany F.,2023-04-21,"Euless, TX",1,"First time here and it took forever cause someone ended up taking my order instead of theirs and the ""dr doctor"" drink is waaaay to sweet and when I asked to trade out my drink after they gave away my order, they charged me for another drink. The ambiance is great but the food is over priced everything is extra, and there's better places around the street anyways.",0,0,0,viernes,TX
Matt H.,2023-04-21,"Dallas, TX",1,What could have been a nice experience on their patio was ruined by them letting a group of Hare Krishnas loudly chant on their property. Ridiculous. Won't be back.,0,0,0,viernes,TX
Ralf R.,2023-05-19,"Denton, TX",4,"So, I've been seeing these places pop around the area. Came with friends to the area to hit up some bars and was hungry. I've been wanting to try Son Of a butcher for a while but hadn't gotten a chance.Walked in not a lot of people, which was great cause I wanted my food fast and in a hurry. Was in line, and there was a couple in front of me that took forever to order, like they were ordering for an army and only ordered like 3 things and shared SMFH! Anyway, I made it to the counter and was greeted by a friendly clerk named ""Jens P"" from my ticket. Told her I had never been and wanted to order a 3 slider deal. I got Classic, Burnt Ends,and a Buffalo Chicken minus the Blu cheese. Also got a fresh lemonade and onion ring. The order came out pretty quick. I love it! Now, to rate my burgersService 9 outa 10 great!Classic  solid 8 outa 10 juicy and tastyBurnt end 9 outa 10 unbelievable goodBuffalo 2 outa 10 was like a chicken nugget. The bread was bigger than the chicken. I know it's a slider, but at least make it proportional. DisappointingOnion rings 5 outa 10 they were huge! But no flavor. I'm a huge Onion ring fan, and I love the crispy ones. I was so excited, but let down with no flavor, they were bland very bland and would have given a higher score it they had taste Just the size alone, they get a 5.Now for the lemonade Lemonade 3 outa 10 something about it was off. It wasn't bad, but it reminded me of ranch water alcoholic drinks it had a weird taste. Wasn't like other fresh lemonade I've had it wasn't bad but not good.All-in all place is a solid 8 outa 10Would I come back probably. It's just that it hurt the old wallet a bit, lol. Set me back about 24 buks and change. Next time, I probably wouldn't get the lemonade, and I'd try the waffle fries.",0,0,0,viernes,TX
Sarah-Grace H.,2023-05-22,"Charleston, SC",5,GO HEREGLUTEN FREE BUNSSLIDERS GALORE! The Pb& J was probably the best burger of my life. I've heard they are open late and lots of seating and dog friendly! Can't wait to go back,0,0,0,lunes,SC
Tom M.,2023-06-14,"Lockhart, TX",5,"I was surprised at how good the sliders were. I prefer the regular all American burgers, I'm not fancy. The food was good, onion rings are huge with good coating, and the lady who worked the till was very nice. Go there. It was cool so I sat out side.",0,0,0,miércoles,TX
Wongala M.,2023-07-07,"Plano, TX",5,I will have to come back and try the sliders but this Cookie butter was EVERYTHING!! I've thought about it every day since,0,0,0,viernes,TX
Brook H.,2023-07-20,"Corpus Christi, TX",4,"10/10 would recommend  Only reason for 4 stars is because they got our order wrong, which we weren't upset about because we got our favorite burger twice 100% on accident. We got it to-go on a busy Saturday night. It was a tad loud, but they got orders out in a timely manner!! TRY THE PB&J",0,0,0,jueves,TX
Maurice H.,2023-07-29,"Fort Knox, KY",3,Pretty good burgers. Must ask for well done burgers. Pretty cool outdoor seating area with turf.,0,0,0,sábado,KY
Toya J.,2023-08-04,"Pompano Beach, FL",4,Great sliders with flavor. My fries were not hot so I'll probably not order them anymore but other than that the food was delicious. I will return!,0,0,0,viernes,FL
Daniel S.,2023-08-21,"Lakewood, Dallas, TX",5,Love the sliders and lettuce wrap options.  This place is awesome. The employees are also friendly and professional.  Never dissatisfied :),0,0,0,lunes,TX
